Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","050","Bangladesh","5312","Area harvested","0113","Rice","2015","2015","ha","11381221","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5412","Yield","0113","Rice","2015","2015","kg/ha","4551.8","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5510","Production","0113","Rice","2015","2015","t","51805464","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","0113","Rice","2015","2015","ha","3026000","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2015","2015","kg/ha","3084.9","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5510","Production","0113","Rice","2015","2015","t","9335000","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0113","Rice","2015","2015","ha","31035861","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2015","2015","kg/ha","6886.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0113","Rice","2015","2015","t","213723732.05","E","Estimated value",""
"QCL","Crops and livestock products","344","China, Hong Kong SAR","5312","Area harvested","0113","Rice","2015","2015","ha","0","I","Imputed value",""
"QCL","Crops and livestock products","344","China, Hong Kong SAR","5412","Yield","0113","Rice","2015","2015","kg/ha","2079.4","E","Estimated value",""
"QCL","Crops and livestock products","344","China, Hong Kong SAR","5510","Production","0113","Rice","2015","2015","t","0.05","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5312","Area harvested","0113","Rice","2015","2015","ha","30784000","A","Official figure",""
"QCL","Crops and livestock products","156","China, mainland","5412","Yield","0113","Rice","2015","2015","kg/ha","6891.3","A","Official figure",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","0113","Rice","2015","2015","t","212142000","A","Official figure",""
"QCL","Crops and livestock products","158","China, Taiwan Province of","5312","Area harvested","0113","Rice","2015","2015","ha","251861","A","Official figure",""
"QCL","Crops and livestock products","158","China, Taiwan Province of","5412","Yield","0113","Rice","2015","2015","kg/ha","6280.2","A","Official figure",""
"QCL","Crops and livestock products","158","China, Taiwan Province of","5510","Production","0113","Rice","2015","2015","t","1581732","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0113","Rice","2015","2015","ha","43499200","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2015","2015","kg/ha","3600.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0113","Rice","2015","2015","t","156604000","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5312","Area harvested","0113","Rice","2015","2015","ha","11389000","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","0113","Rice","2015","2015","kg/ha","5358.8","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","0113","Rice","2015","2015","t","61031000","E","Estimated value",""
"QCL","Crops and livestock products","104","Myanmar","5312","Area harvested","0113","Rice","2015","2015","ha","6769500","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5412","Yield","0113","Rice","2015","2015","kg/ha","3933.9","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5510","Production","0113","Rice","2015","2015","t","26630700","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0113","Rice","2015","2015","ha","2739495","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0113","Rice","2015","2015","kg/ha","3724","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0113","Rice","2015","2015","t","10201840","A","Official figure",""
"QCL","Crops and livestock products","608","Philippines","5312","Area harvested","0113","Rice","2015","2015","ha","4656227","A","Official figure",""
"QCL","Crops and livestock products","608","Philippines","5412","Yield","0113","Rice","2015","2015","kg/ha","3898","A","Official figure",""
"QCL","Crops and livestock products","608","Philippines","5510","Production","0113","Rice","2015","2015","t","18149837.78","A","Official figure",""
"QCL","Crops and livestock products","764","Thailand","5312","Area harvested","0113","Rice","2015","2015","ha","9717975","A","Official figure",""
"QCL","Crops and livestock products","764","Thailand","5412","Yield","0113","Rice","2015","2015","kg/ha","2850.6","A","Official figure",""
"QCL","Crops and livestock products","764","Thailand","5510","Production","0113","Rice","2015","2015","t","27702191","A","Official figure",""
"QCL","Crops and livestock products","704","Viet Nam","5312","Area harvested","0113","Rice","2015","2015","ha","7828607","A","Official figure",""
"QCL","Crops and livestock products","704","Viet Nam","5412","Yield","0113","Rice","2015","2015","kg/ha","5759.7","A","Official figure",""
"QCL","Crops and livestock products","704","Viet Nam","5510","Production","0113","Rice","2015","2015","t","45090561.89","A","Official figure",""
